UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw54220	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54221	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54222	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54223	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54224	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54225	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54226	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54227	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54228	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54229	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54230	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54231	expertise			-		SN411	Afzelia pachyloba Harms	accepted																		Tw_54231_Afzelia_pachyloba_kops.jpg	Transversal view of wood	20		CAPA	spare collection (basement)																							
Tw54232	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54233	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54234	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54235	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54236	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54237	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54238	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54239	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54240	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54241	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54242	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54243	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54244	expertise			1		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54245	expertise			-		SN400	Afzelia bella Harms	accepted																		Tw_54245_Afzelia_bella_kops.jpg	Transversal view of wood	20		CAPA	spare collection (basement)																							
Tw54246	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54247	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54248	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54249	expertise			-		SN400	Afzelia bella Harms	accepted																		Tw_54249_Afzelia_bella_kops.jpg	Transversal view of wood	20		CAPA	spare collection (basement)																							
Tw54250	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54251	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54252	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54253	expertise			2		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54254	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54255	expertise			-		SN11548	Shorea hegranensis 	uncertain	Shorea hegranensis																					CAPA	spare collection (basement)																							
Tw54256	expertise			-		SN11561	Shorea leptoclados Symington 	synonym	Shorea johorensis																					CAPA	spare collection (basement)																							
Tw54257	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54258	expertise			-		SN11545	Shorea guiso (Blanco) Blume	accepted																						CAPA	spare collection (basement)																							
Tw54259	expertise			-		SN11580	Shorea ovata Dyer ex Brandis 	accepted																						CAPA	spare collection (basement)																							
Tw54260	expertise			-		SN11569	Shorea mindanensis Foxw.	synonym	Shorea polita																					CAPA	spare collection (basement)																							
Tw54261	expertise			-		SN11560	Shorea leprosula Miq.	accepted																						CAPA	spare collection (basement)																							
Tw54262	expertise			-		SN11602	Shorea squamata Benth. & Hook.f. 	synonym	Shorea palosapis																					CAPA	spare collection (basement)																							
Tw54263	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54264	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54265	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54266	expertise			-		SN11560	Shorea leprosula Miq.	accepted																						CAPA	spare collection (basement)																							
Tw54267	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54268	expertise			-		SN11569	Shorea mindanensis Foxw.	synonym	Shorea polita																					CAPA	spare collection (basement)																							
Tw54269	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54270	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54271	expertise			-		SN11556	Shorea kunstleri King 	accepted																						CAPA	spare collection (basement)																							
